ECG Signal,Q-Point,R-Peak,S-Point,P-Wave Start,P-Wave Peak,P-Wave End,T-Wave Start,T-Wave Peak,T-Wave End
328.791,0,0,0,0,0,0,0,0,0
321.716,0,0,0,0,0,0,0,0,0
313.823,0,0,0,0,0,0,0,0,0
305.13,0,0,0,0,0,0,0,0,0
295.683,0,0,0,0,0,0,0,0,0
285.565,0,0,0,0,0,0,0,0,0
274.894,0,0,0,0,0,0,0,0,0
263.776,0,0,0,0,0,0,0,0,0
252.295,0,0,0,0,0,0,0,0,0
240.522,0,0,0,0,0,0,0,0,0
228.515,0,0,0,0,0,0,0,0,0
216.335,0,0,0,0,0,0,0,0,0
204.059,0,0,0,0,0,0,0,0,0
191.756,0,0,0,0,0,0,0,0,0
179.475,0,0,0,0,0,0,0,0,0
167.272,0,0,0,0,0,0,0,0,0
155.204,0,0,0,0,0,0,0,0,0
143.347,0,0,0,0,0,0,0,0,0
131.802,0,0,0,0,0,0,0,0,0
120.658,0,0,0,0,0,0,0,0,0
109.974,0,0,0,0,0,0,0,0,0
99.776,0,0,0,0,0,0,0,0,0
90.059,0,0,0,0,0,0,0,0,0
80.821,0,0,0,0,0,0,0,0,0
72.076,0,0,0,0,0,0,0,0,0
63.835,0,0,0,0,0,0,0,0,0
56.107,0,0,0,0,0,0,0,0,0
48.891,0,0,0,0,0,0,0,0,0
42.17,0,0,0,0,0,0,0,0,0
35.937,0,0,0,0,0,0,0,0,0
30.192,0,0,0,0,0,0,0,0,0
24.925,0,0,0,0,0,0,0,0,0
20.109,0,0,0,0,0,0,0,0,0
15.695,0,0,0,0,0,0,0,0,0
11.604,0,0,0,0,0,0,0,0,0
7.764,0,0,0,0,0,0,0,0,0
4.128,0,0,0,0,0,0,0,0,0
0.665,0,0,0,0,0,0,0,0,0
-2.64,0,0,0,0,0,0,0,0,0
-5.803,0,0,0,0,0,0,0,0,0
-8.843,0,0,0,0,0,0,0,0,0
-11.777,0,0,0,0,0,0,0,0,0
-14.611,0,0,0,0,0,0,0,0,0
-17.344,0,0,0,0,0,0,0,0,0
-19.972,0,0,0,0,0,0,0,0,0
-22.498,0,0,0,0,0,0,0,0,0
-24.934,0,0,0,0,0,0,0,0,0
-27.283,0,0,0,0,0,0,0,0,0
-29.536,0,0,0,0,0,0,0,0,0
-31.672,0,0,0,0,0,0,0,0,0
-33.651,0,0,0,0,0,0,0,0,0
-35.444,0,0,0,0,0,0,0,0,0
-37.034,0,0,0,0,0,0,0,0,0
-38.414,0,0,0,0,0,0,0,0,0
-39.581,0,0,0,0,0,0,0,0,0
-40.538,0,0,0,0,0,0,0,0,0
-41.285,0,0,0,0,0,0,0,0,0
-41.832,0,0,0,0,0,0,0,0,0
-42.196,0,0,0,0,0,0,0,0,0
-42.398,0,0,0,0,0,0,0,0,0
-42.455,0,0,0,0,0,0,0,0,1
-42.381,0,0,0,0,0,0,0,0,0
-42.185,0,0,0,0,0,0,0,0,0
-41.879,0,0,0,0,0,0,0,0,0
-41.481,0,0,0,0,0,0,0,0,0
-41.014,0,0,0,0,0,0,0,0,0
-40.503,0,0,0,0,0,0,0,0,0
-39.969,0,0,0,0,0,0,0,0,0
-39.426,0,0,0,0,0,0,0,0,0
-38.89,0,0,0,0,0,0,0,0,0
-38.37,0,0,0,0,0,0,0,0,0
-37.877,0,0,0,0,0,0,0,0,0
-37.416,0,0,0,0,0,0,0,0,0
-36.992,0,0,0,0,0,0,0,0,0
-36.603,0,0,0,0,0,0,0,0,0
-36.248,0,0,0,0,0,0,0,0,0
-35.926,0,0,0,0,0,0,0,0,0
-35.64,0,0,0,0,0,0,0,0,0
-35.392,0,0,0,0,0,0,0,0,0
-35.183,0,0,0,0,0,0,0,0,0
-35.013,0,0,0,0,0,0,0,0,0
-34.881,0,0,0,0,0,0,0,0,0
-34.785,0,0,0,0,0,0,0,0,0
-34.726,0,0,0,0,0,0,0,0,0
-34.701,0,0,0,0,0,0,0,0,0
-34.711,0,0,0,0,0,0,0,0,0
-34.753,0,0,0,0,0,0,0,0,0
-34.827,0,0,0,0,0,0,0,0,0
-34.931,0,0,0,0,0,0,0,0,0
-35.065,0,0,0,0,0,0,0,0,0
-35.228,0,0,0,0,0,0,0,0,0
-35.42,0,0,0,0,0,0,0,0,0
-35.639,0,0,0,0,0,0,0,0,0
-35.884,0,0,0,0,0,0,0,0,0
-36.151,0,0,0,0,0,0,0,0,0
-36.44,0,0,0,0,0,0,0,0,0
-36.747,0,0,0,0,0,0,0,0,0
-37.07,0,0,0,0,0,0,0,0,0
-37.408,0,0,0,0,0,0,0,0,0
-37.757,0,0,0,0,0,0,0,0,0
-38.115,0,0,0,0,0,0,0,0,0
-38.482,0,0,0,0,0,0,0,0,0
-38.856,0,0,0,0,0,0,0,0,0
-39.236,0,0,0,0,0,0,0,0,0
-39.621,0,0,0,0,0,0,0,0,0
-40.011,0,0,0,0,0,0,0,0,0
-40.403,0,0,0,0,0,0,0,0,0
-40.799,0,0,0,0,0,0,0,0,0
-41.198,0,0,0,0,0,0,0,0,0
-41.599,0,0,0,0,0,0,0,0,0
-42.001,0,0,0,0,0,0,0,0,0
-42.405,0,0,0,0,0,0,0,0,0
-42.81,0,0,0,0,0,0,0,0,0
-43.215,0,0,0,0,0,0,0,0,0
-43.621,0,0,0,0,0,0,0,0,0
-44.027,0,0,0,0,0,0,0,0,0
-44.433,0,0,0,0,0,0,0,0,0
-44.838,0,0,0,0,0,0,0,0,0
-45.243,0,0,0,0,0,0,0,0,0
-45.647,0,0,0,0,0,0,0,0,0
-46.05,0,0,0,0,0,0,0,0,0
-46.453,0,0,0,0,0,0,0,0,0
-46.855,0,0,0,0,0,0,0,0,0
-47.256,0,0,0,0,0,0,0,0,0
-47.657,0,0,0,0,0,0,0,0,0
-48.058,0,0,0,0,0,0,0,0,0
-48.459,0,0,0,0,0,0,0,0,0
-48.86,0,0,0,0,0,0,0,0,0
-49.262,0,0,0,0,0,0,0,0,0
-49.664,0,0,0,0,0,0,0,0,0
-50.067,0,0,0,0,0,0,0,0,0
-50.471,0,0,0,0,0,0,0,0,0
-50.876,0,0,0,0,0,0,0,0,0
-51.282,0,0,0,0,0,0,0,0,0
-51.687,0,0,0,0,0,0,0,0,0
-52.093,0,0,0,0,0,0,0,0,0
-52.497,0,0,0,0,0,0,0,0,0
-52.9,0,0,0,0,0,0,0,0,0
-53.3,0,0,0,0,0,0,0,0,0
-53.696,0,0,0,0,0,0,0,0,0
-54.089,0,0,0,0,0,0,0,0,0
-54.476,0,0,0,0,0,0,0,0,0
-54.858,0,0,0,0,0,0,0,0,0
-55.233,0,0,0,0,0,0,0,0,0
-55.6,0,0,0,0,0,0,0,0,0
-55.959,0,0,0,0,0,0,0,0,0
-56.31,0,0,0,0,0,0,0,0,0
-56.65,0,0,0,0,0,0,0,0,0
-56.981,0,0,0,0,0,0,0,0,0
-57.301,0,0,0,0,0,0,0,0,0
-57.61,0,0,0,0,0,0,0,0,0
-57.907,0,0,0,0,0,0,0,0,0
-58.192,0,0,0,0,0,0,0,0,0
-58.465,0,0,0,0,0,0,0,0,0
-58.725,0,0,0,0,0,0,0,0,0
-58.971,0,0,0,0,0,0,0,0,0
-59.204,0,0,0,0,0,0,0,0,0
-59.424,0,0,0,0,0,0,0,0,0
-59.629,0,0,0,0,0,0,0,0,0
-59.819,0,0,0,0,0,0,0,0,0
-59.996,0,0,0,0,0,0,0,0,0
-60.157,0,0,0,0,0,0,0,0,0
-60.305,0,0,0,0,0,0,0,0,0
-60.437,0,0,0,0,0,0,0,0,0
-60.556,0,0,0,0,0,0,0,0,0
-60.66,0,0,0,0,0,0,0,0,0
-60.752,0,0,0,0,0,0,0,0,0
-60.83,0,0,0,0,0,0,0,0,0
-60.896,0,0,0,0,0,0,0,0,0
-60.951,0,0,0,0,0,0,0,0,0
-60.995,0,0,0,0,0,0,0,0,0
-61.03,0,0,0,0,0,0,0,0,0
-61.057,0,0,0,0,0,0,0,0,0
-61.076,0,0,0,0,0,0,0,0,0
-61.09,0,0,0,0,0,0,0,0,0
-61.098,0,0,0,0,0,0,0,0,0
-61.102,0,0,0,0,0,0,0,0,0
-61.103,0,0,0,0,0,0,0,0,0
-61.101,0,0,0,0,0,0,0,0,0
-61.098,0,0,0,0,0,0,0,0,0
-61.094,0,0,0,0,0,0,0,0,0
-61.09,0,0,0,0,0,0,0,0,0
-61.086,0,0,0,0,0,0,0,0,0
-61.083,0,0,0,0,0,0,0,0,0
-61.081,0,0,0,0,0,0,0,0,0
-61.082,0,0,0,0,0,0,0,0,0
-61.085,0,0,0,0,0,0,0,0,0
-61.09,0,0,0,0,0,0,0,0,0
-61.099,0,0,0,0,0,0,0,0,0
-61.111,0,0,0,0,0,0,0,0,0
-61.126,0,0,0,0,0,0,0,0,0
-61.145,0,0,0,0,0,0,0,0,0
-61.167,0,0,0,0,0,0,0,0,0
-61.191,0,0,0,0,0,0,0,0,0
-61.219,0,0,0,0,0,0,0,0,0
-61.251,0,0,0,0,0,0,0,0,0
-61.287,0,0,0,0,0,0,0,0,0
-61.329,0,0,0,0,0,0,0,0,0
-61.377,0,0,0,0,0,0,0,0,0
-61.429,0,0,0,0,0,0,0,0,0
-61.483,0,0,0,0,0,0,0,0,0
-61.541,0,0,0,0,0,0,0,0,0
-61.595,0,0,0,0,0,0,0,0,0
-61.639,0,0,0,0,0,0,0,0,0
-61.672,0,0,0,0,0,0,0,0,0
-61.686,0,0,0,0,0,0,0,0,0
-61.677,0,0,0,0,0,0,0,0,0
-61.66,0,0,0,0,0,0,0,0,0
-61.639,0,0,0,0,0,0,0,0,0
-61.616,0,0,0,0,0,0,0,0,0
-61.624,0,0,0,0,0,0,0,0,0
-61.68,0,0,0,0,0,0,0,0,0
-61.775,0,0,0,0,0,0,0,0,0
-61.923,0,0,0,0,0,0,0,0,0
-62.133,0,0,0,0,0,0,0,0,0
-62.354,0,0,0,0,0,0,0,0,0
-62.555,0,0,0,0,0,0,0,0,0
-62.73,0,0,0,0,0,0,0,0,0
-62.749,0,0,0,0,0,0,0,0,0
-62.505,0,0,0,0,0,0,0,0,0
-62.124,0,0,0,0,0,0,0,0,0
-61.622,0,0,0,0,0,0,0,0,0
-60.911,0,0,0,0,0,0,0,0,0
-60.281,0,0,0,0,0,0,0,0,0
-59.389,0,0,0,0,0,0,0,0,0
-57.712,0,0,0,0,0,0,0,0,0
-56.002,0,0,0,0,0,0,0,0,0
-54.545,0,0,0,0,0,0,0,0,0
-54.592,0,0,0,0,0,0,0,0,0
-58.448,0,0,0,0,0,0,0,0,0
-65.652,0,0,0,0,0,0,0,0,0
-74.553,0,0,0,0,0,0,0,0,0
-81.726,0,0,0,0,0,0,0,0,0
-82.107,0,0,0,0,0,0,0,0,0
-73.716,0,0,0,0,0,0,0,0,0
-58.826,0,0,0,0,0,0,0,0,0
-43.284,0,0,0,0,0,0,0,0,0
-33.82,0,0,0,0,0,0,0,0,0
-35.024,0,0,0,0,0,0,0,0,0
-45.679,0,0,0,0,0,0,0,0,0
-59.483,0,0,0,0,0,0,0,0,0
-70.825,0,0,0,0,0,0,0,0,0
-75.37,0,0,0,0,0,0,0,0,0
-72.97,0,0,0,0,0,0,0,0,0
-67.908,0,0,0,0,0,0,0,0,0
-63.019,0,0,0,0,0,0,0,0,0
-60.099,0,0,0,0,0,0,0,0,0
-59.576,0,0,0,0,0,0,0,0,0
-59.75,0,0,0,0,0,0,0,0,0
-59.87,0,0,0,0,0,0,0,0,0
-59.973,0,0,0,0,0,0,0,0,0
-59.989,0,0,0,0,0,0,0,0,0
-60.196,0,0,0,0,0,0,0,0,0
-60.664,0,0,0,0,0,0,0,0,0
-61.141,0,0,0,0,0,0,0,0,0
-61.549,0,0,0,0,0,0,0,0,0
-61.913,0,0,0,0,0,0,0,0,0
-62.209,0,0,0,0,0,0,0,0,0
-62.43,0,0,0,0,0,0,0,0,0
-62.593,0,0,0,0,0,0,0,0,0
-62.703,0,0,0,0,0,0,0,0,0
-62.781,0,0,0,0,0,0,0,0,0
-62.869,0,0,0,0,0,0,0,0,0
-62.977,0,0,0,0,0,0,0,0,0
-63.085,0,0,0,0,0,0,0,0,0
-63.188,0,0,0,0,0,0,0,0,0
-63.286,0,0,0,0,0,0,0,0,0
-63.376,0,0,0,0,0,0,0,0,0
-63.459,0,0,0,0,0,0,0,0,0
-63.531,0,0,0,0,0,0,0,0,0
-63.588,0,0,0,0,0,0,0,0,0
-63.625,0,0,0,0,0,0,0,0,0
-63.645,0,0,0,0,0,0,0,0,0
-63.649,0,0,0,0,0,0,0,0,0
-63.636,0,0,0,0,0,0,0,0,0
-63.606,0,0,0,0,0,0,0,0,0
-63.558,0,0,0,0,0,0,0,0,0
-63.492,0,0,0,0,0,0,0,0,0
-63.409,0,0,0,0,0,0,0,0,0
-63.307,0,0,0,0,0,0,0,0,0
-63.189,0,0,0,0,0,0,0,0,0
-63.054,0,0,0,0,0,0,0,0,0
-62.904,0,0,0,0,0,0,0,0,0
-62.739,0,0,0,0,0,0,0,0,0
-62.561,0,0,0,0,0,0,0,0,0
-62.371,0,0,0,0,0,0,0,0,0
-62.17,0,0,0,0,0,0,0,0,0
-61.96,0,0,0,0,0,0,0,0,0
-61.743,0,0,0,0,0,0,0,0,0
-61.519,0,0,0,0,0,0,0,0,0
-61.29,0,0,0,0,0,0,0,0,0
-61.057,0,0,0,0,0,0,0,0,0
-60.822,0,0,0,0,0,0,0,0,0
-60.586,0,0,0,0,0,0,0,0,0
-60.351,0,0,0,0,0,0,0,0,0
-60.117,0,0,0,0,0,0,0,0,0
-59.886,0,0,0,0,0,0,0,0,0
-59.66,0,0,0,0,0,0,0,0,0
-59.439,0,0,0,0,0,0,0,0,0
-59.225,0,0,0,0,0,0,0,0,0
-59.02,0,0,0,0,0,0,0,0,0
-58.824,0,0,0,0,0,0,0,0,0
-58.637,0,0,0,0,0,0,0,0,0
-58.462,0,0,0,0,0,0,0,0,0
-58.297,0,0,0,0,0,0,0,0,0
-58.144,0,0,0,0,0,0,0,0,0
-58.003,0,0,0,0,0,0,0,0,0
-57.874,0,0,0,0,0,0,0,0,0
-57.757,0,0,0,0,0,0,0,0,0
-57.652,0,0,0,0,0,0,0,0,0
-57.559,0,0,0,0,0,0,0,0,0
-57.478,0,0,0,0,0,0,0,0,0
-57.408,0,0,0,0,0,0,0,0,0
-57.349,0,0,0,0,0,0,0,0,0
-57.3,0,0,0,0,0,0,0,0,0
-57.26,0,0,0,0,0,0,0,0,0
-57.228,0,0,0,0,0,0,0,0,0
-57.204,0,0,0,0,0,0,0,0,0
-57.186,0,0,0,0,0,0,0,0,0
-57.172,0,0,0,0,0,0,0,0,0
-57.163,0,0,0,0,0,0,0,0,0
-57.157,0,0,0,0,0,0,0,0,0
-57.154,0,0,0,0,0,0,0,0,0
-57.152,0,0,0,0,0,0,0,0,0
-57.151,0,0,0,0,0,0,0,0,0
-57.151,0,0,0,0,0,0,0,0,0
-57.15,0,0,0,0,0,0,0,0,0
-57.149,0,0,0,0,0,0,0,0,0
-57.146,0,0,0,0,0,0,0,0,0
-57.142,0,0,0,0,0,0,0,0,0
-57.136,0,0,0,0,0,0,0,0,0
-57.127,0,0,0,0,0,0,0,0,0
-57.117,0,0,0,0,0,0,0,0,0
-57.104,0,0,0,0,0,0,0,0,0
-57.09,0,0,0,0,0,0,0,0,0
-57.075,0,0,0,0,0,0,0,0,0
-57.061,0,0,0,0,0,0,0,0,0
-57.047,0,0,0,0,0,0,0,0,0
-57.036,0,0,0,0,0,0,0,0,0
-57.029,0,0,0,0,0,0,0,0,0
-57.025,0,0,0,0,0,0,0,0,0
-57.028,0,0,0,0,0,0,0,0,0
-57.037,0,0,0,0,0,0,0,0,0
-57.055,0,0,0,0,0,0,0,0,0
-57.082,0,0,0,0,0,0,0,0,0
-57.119,0,0,0,0,0,0,0,0,0
-57.17,0,0,0,0,0,0,0,0,0
-57.234,0,0,0,0,0,0,0,0,0
-57.313,0,0,0,0,0,0,0,0,0
-57.41,0,0,0,0,0,0,0,0,0
-57.526,0,0,0,0,0,0,0,0,0
-57.661,0,0,0,0,0,0,0,0,0
-57.818,0,0,0,0,0,0,0,0,0
-57.995,0,0,0,0,0,0,0,0,0
-58.195,0,0,0,0,0,0,0,0,0
-58.417,0,0,0,0,0,0,0,0,0
-58.661,0,0,0,0,0,0,0,0,0
-58.927,0,0,0,0,0,0,0,0,0
-59.215,0,0,0,0,0,0,0,0,0
-59.524,0,0,0,0,0,0,0,0,0
-59.854,0,0,0,0,0,0,0,0,0
-60.205,0,0,0,0,0,0,0,0,0
-60.573,0,0,0,0,0,0,0,0,0
-60.958,0,0,0,0,0,0,0,0,0
-61.358,0,0,0,0,0,0,0,0,0
-61.769,0,0,0,0,0,0,0,0,0
-62.188,0,0,0,0,0,0,0,0,0
-62.612,0,0,0,0,0,0,0,0,0
-63.035,0,0,0,0,0,0,0,0,0
-63.454,0,0,0,0,0,0,0,0,0
-63.863,0,0,0,0,0,0,0,0,0
-64.258,0,0,0,0,0,0,0,0,0
-64.634,0,0,0,0,0,0,0,0,0
-64.986,0,0,0,0,0,0,0,0,0
-65.311,0,0,0,0,0,0,0,0,0
-65.603,0,0,0,0,0,0,0,0,0
-65.86,0,0,0,0,0,0,0,0,0
-66.077,0,0,0,0,0,0,0,0,0
-66.249,0,0,0,0,0,0,0,0,0
-66.37,0,0,0,0,0,0,0,0,0
-66.435,0,0,0,0,0,0,0,0,0
-66.438,0,0,0,1,0,0,0,0,0
-66.374,0,0,0,0,0,0,0,0,0
-66.235,0,0,0,0,0,0,0,0,0
-66.016,0,0,0,0,0,0,0,0,0
-65.712,0,0,0,0,0,0,0,0,0
-65.318,0,0,0,0,0,0,0,0,0
-64.831,0,0,0,0,0,0,0,0,0
-64.249,0,0,0,0,0,0,0,0,0
-63.572,0,0,0,0,0,0,0,0,0
-62.796,0,0,0,0,0,0,0,0,0
-61.918,0,0,0,0,0,0,0,0,0
-60.933,0,0,0,0,0,0,0,0,0
-59.84,0,0,0,0,0,0,0,0,0
-58.639,0,0,0,0,0,0,0,0,0
-57.333,0,0,0,0,0,0,0,0,0
-55.925,0,0,0,0,0,0,0,0,0
-54.421,0,0,0,0,0,0,0,0,0
-52.83,0,0,0,0,0,0,0,0,0
-51.166,0,0,0,0,0,0,0,0,0
-49.451,0,0,0,0,0,0,0,0,0
-47.701,0,0,0,0,0,0,0,0,0
-45.926,0,0,0,0,0,0,0,0,0
-44.133,0,0,0,0,0,0,0,0,0
-42.325,0,0,0,0,0,0,0,0,0
-40.504,0,0,0,0,0,0,0,0,0
-38.673,0,0,0,0,0,0,0,0,0
-36.834,0,0,0,0,0,0,0,0,0
-34.989,0,0,0,0,0,0,0,0,0
-33.139,0,0,0,0,0,0,0,0,0
-31.281,0,0,0,0,0,0,0,0,0
-29.418,0,0,0,0,0,0,0,0,0
-27.556,0,0,0,0,0,0,0,0,0
-25.694,0,0,0,0,0,0,0,0,0
-23.822,0,0,0,0,0,0,0,0,0
-21.924,0,0,0,0,0,0,0,0,0
-19.968,0,0,0,0,0,0,0,0,0
-17.937,0,0,0,0,0,0,0,0,0
-15.828,0,0,0,0,0,0,0,0,0
-13.645,0,0,0,0,0,0,0,0,0
-11.402,0,0,0,0,0,0,0,0,0
-9.119,0,0,0,0,0,0,0,0,0
-6.817,0,0,0,0,0,0,0,0,0
-4.528,0,0,0,0,0,0,0,0,0
-2.295,0,0,0,0,0,0,0,0,0
-0.155,0,0,0,0,0,0,0,0,0
1.857,0,0,0,0,0,0,0,0,0
3.717,0,0,0,0,0,0,0,0,0
5.409,0,0,0,0,0,0,0,0,0
6.907,0,0,0,0,0,0,0,0,0
8.177,0,0,0,0,0,0,0,0,0
9.173,0,0,0,0,0,0,0,0,0
9.84,0,0,0,0,0,0,0,0,0
10.135,0,0,0,0,1,0,0,0,0
10.038,0,0,0,0,0,0,0,0,0
9.533,0,0,0,0,0,0,0,0,0
8.615,0,0,0,0,0,0,0,0,0
7.295,0,0,0,0,0,0,0,0,0
5.587,0,0,0,0,0,0,0,0,0
3.531,0,0,0,0,0,0,0,0,0
1.182,0,0,0,0,0,0,0,0,0
-1.413,0,0,0,0,0,0,0,0,0
-4.216,0,0,0,0,0,0,0,0,0
-7.197,0,0,0,0,0,0,0,0,0
-10.338,0,0,0,0,0,0,0,0,0
-13.614,0,0,0,0,0,0,0,0,0
-16.987,0,0,0,0,0,0,0,0,0
-20.416,0,0,0,0,0,0,0,0,0
-23.856,0,0,0,0,0,0,0,0,0
-27.265,0,0,0,0,0,0,0,0,0
-30.616,0,0,0,0,0,0,0,0,0
-33.879,0,0,0,0,0,0,0,0,0
-37.032,0,0,0,0,0,0,0,0,0
-40.063,0,0,0,0,0,0,0,0,0
-42.973,0,0,0,0,0,0,0,0,0
-45.779,0,0,0,0,0,0,0,0,0
-48.516,0,0,0,0,0,0,0,0,0
-51.207,0,0,0,0,0,0,0,0,0
-53.864,0,0,0,0,0,0,0,0,0
-56.493,0,0,0,0,0,0,0,0,0
-59.086,0,0,0,0,0,0,0,0,0
-61.635,0,0,0,0,0,0,0,0,0
-64.131,0,0,0,0,0,0,0,0,0
-66.559,0,0,0,0,0,0,0,0,0
-68.903,0,0,0,0,0,0,0,0,0
-71.149,0,0,0,0,0,0,0,0,0
-73.279,0,0,0,0,0,0,0,0,0
-75.281,0,0,0,0,0,0,0,0,0
-77.14,0,0,0,0,0,0,0,0,0
-78.836,0,0,0,0,0,0,0,0,0
-80.338,0,0,0,0,0,0,0,0,0
-81.606,0,0,0,0,0,0,0,0,0
-82.598,0,0,0,0,0,0,0,0,0
-83.276,0,0,0,0,0,0,0,0,0
-83.614,0,0,0,0,0,0,0,0,0
-83.599,0,0,0,0,0,1,0,0,0
-83.238,0,0,0,0,0,0,0,0,0
-82.557,0,0,0,0,0,0,0,0,0
-81.601,0,0,0,0,0,0,0,0,0
-80.43,0,0,0,0,0,0,0,0,0
-79.097,0,0,0,0,0,0,0,0,0
-77.663,0,0,0,0,0,0,0,0,0
-76.194,0,0,0,0,0,0,0,0,0
-74.764,0,0,0,0,0,0,0,0,0
-73.447,0,0,0,0,0,0,0,0,0
-72.309,0,0,0,0,0,0,0,0,0
-71.409,0,0,0,0,0,0,0,0,0
-70.83,0,0,0,0,0,0,0,0,0
-70.683,0,0,0,0,0,0,0,0,0
-71.069,0,0,0,0,0,0,0,0,0
-72.021,0,0,0,0,0,0,0,0,0
-73.438,0,0,0,0,0,0,0,0,0
-75.12,0,0,0,0,0,0,0,0,0
-76.843,0,0,0,0,0,0,0,0,0
-78.361,0,0,0,0,0,0,0,0,0
-79.391,0,0,0,0,0,0,0,0,0
-79.581,0,0,0,0,0,0,0,0,0
-78.556,0,0,0,0,0,0,0,0,0
-76.145,0,0,0,0,0,0,0,0,0
-72.589,0,0,0,0,0,0,0,0,0
-68.353,0,0,0,0,0,0,0,0,0
-63.914,0,0,0,0,0,0,0,0,0
-59.894,0,0,0,0,0,0,0,0,0
-56.923,0,0,0,0,0,0,0,0,0
-55.536,0,0,0,0,0,0,0,0,0
-56.396,0,0,0,0,0,0,0,0,0
-59.16,0,0,0,0,0,0,0,0,0
-61.85,0,0,0,0,0,0,0,0,0
-63.287,1,0,0,0,0,0,0,0,0
-62.802,0,0,0,0,0,0,0,0,0
-60.13,0,0,0,0,0,0,0,0,0
-56.798,0,0,0,0,0,0,0,0,0
-50.734,0,0,0,0,0,0,0,0,0
-36.26,0,0,0,0,0,0,0,0,0
-9.135,0,0,0,0,0,0,0,0,0
34.102,0,0,0,0,0,0,0,0,0
91.844,0,0,0,0,0,0,0,0,0
156.677,0,0,0,0,0,0,0,0,0
223.577,0,0,0,0,0,0,0,0,0
290.643,0,0,0,0,0,0,0,0,0
357.352,0,0,0,0,0,0,0,0,0
423.575,0,0,0,0,0,0,0,0,0
484.172,0,0,0,0,0,0,0,0,0
527.879,0,0,0,0,0,0,0,0,0
543.241,0,1,0,0,0,0,0,0,0
524.023,0,0,0,0,0,0,0,0,0
470.33,0,0,0,0,0,0,0,0,0
390.207,0,0,0,0,0,0,0,0,0
296.921,0,0,0,0,0,0,0,0,0
202.029,0,0,0,0,0,0,0,0,0
116.0,0,0,0,0,0,0,0,0,0
45.532,0,0,0,0,0,0,0,0,0
-9.319,0,0,0,0,0,0,0,0,0
-50.757,0,0,0,0,0,0,0,0,0
-83.642,0,0,0,0,0,0,0,0,0
-112.619,0,0,0,0,0,0,0,0,0
-138.222,0,0,0,0,0,0,0,0,0
-158.954,0,0,0,0,0,0,0,0,0
-171.916,0,0,0,0,0,0,0,0,0
-175.11,0,0,1,0,0,0,0,0,0
-169.241,0,0,0,0,0,0,0,0,0
-156.733,0,0,0,0,0,0,0,0,0
-140.827,0,0,0,0,0,0,0,0,0
-123.883,0,0,0,0,0,0,0,0,0
-107.048,0,0,0,0,0,0,0,0,0
-90.929,0,0,0,0,0,0,0,0,0
-75.792,0,0,0,0,0,0,0,0,0
-62.251,0,0,0,0,0,0,0,0,0
-51.257,0,0,0,0,0,0,0,0,0
-43.101,0,0,0,0,0,0,0,0,0
-37.535,0,0,0,0,0,0,0,0,0
-34.204,0,0,0,0,0,0,0,0,0
-32.607,0,0,0,0,0,0,0,0,0
-32.37,0,0,0,0,0,0,0,0,0
-33.265,0,0,0,0,0,0,0,0,0
-34.664,0,0,0,0,0,0,0,0,0
-35.576,0,0,0,0,0,0,0,0,0
-35.435,0,0,0,0,0,0,0,0,0
-34.092,0,0,0,0,0,0,0,0,0
-31.621,0,0,0,0,0,0,0,0,0
-28.347,0,0,0,0,0,0,0,0,0
-24.532,0,0,0,0,0,0,0,0,0
-20.318,0,0,0,0,0,0,0,0,0
-16.091,0,0,0,0,0,0,0,0,0
-12.471,0,0,0,0,0,0,0,0,0
-9.844,0,0,0,0,0,0,0,0,0
-8.366,0,0,0,0,0,0,0,0,0
-8.025,0,0,0,0,0,0,0,0,0
-8.592,0,0,0,0,0,0,0,0,0
-9.853,0,0,0,0,0,0,0,0,0
-11.663,0,0,0,0,0,0,0,0,0
-13.807,0,0,0,0,0,0,0,0,0
-15.996,0,0,0,0,0,0,0,0,0
-18.026,0,0,0,0,0,0,0,0,0
-19.749,0,0,0,0,0,0,0,0,0
-21.052,0,0,0,0,0,0,0,0,0
-21.931,0,0,0,0,0,0,0,0,0
-22.39,0,0,0,0,0,0,0,0,0
-22.417,0,0,0,0,0,0,1,0,0
-22.039,0,0,0,0,0,0,0,0,0
-21.283,0,0,0,0,0,0,0,0,0
-20.166,0,0,0,0,0,0,0,0,0
-18.717,0,0,0,0,0,0,0,0,0
-16.975,0,0,0,0,0,0,0,0,0
-14.971,0,0,0,0,0,0,0,0,0
-12.752,0,0,0,0,0,0,0,0,0
-10.368,0,0,0,0,0,0,0,0,0
-7.849,0,0,0,0,0,0,0,0,0
-5.234,0,0,0,0,0,0,0,0,0
-2.565,0,0,0,0,0,0,0,0,0
0.114,0,0,0,0,0,0,0,0,0
2.744,0,0,0,0,0,0,0,0,0
5.281,0,0,0,0,0,0,0,0,0
7.706,0,0,0,0,0,0,0,0,0
10.005,0,0,0,0,0,0,0,0,0
12.169,0,0,0,0,0,0,0,0,0
14.191,0,0,0,0,0,0,0,0,0
16.061,0,0,0,0,0,0,0,0,0
17.783,0,0,0,0,0,0,0,0,0
19.373,0,0,0,0,0,0,0,0,0
20.849,0,0,0,0,0,0,0,0,0
22.227,0,0,0,0,0,0,0,0,0
23.519,0,0,0,0,0,0,0,0,0
24.733,0,0,0,0,0,0,0,0,0
25.881,0,0,0,0,0,0,0,0,0
26.982,0,0,0,0,0,0,0,0,0
28.054,0,0,0,0,0,0,0,0,0
29.119,0,0,0,0,0,0,0,0,0
30.195,0,0,0,0,0,0,0,0,0
